feature,value
breathe_mfcc_0,0.006047385303413406
breathe_mfcc_0,0.0023409835427170744
breathe_mfcc_0,0.03254381368432489
breathe_mfcc_0,0.0146419346017834
breathe_mfcc_0,0.0025154659982813605
breathe_mfcc_0,0.016689069233040102
breathe_mfcc_0,0.008588080721258069
breathe_mfcc_0,0.0028276058434657764
breathe_mfcc_0,0.006337036156753084
breathe_mfcc_0,0.008174162986117972
breathe_mfcc_0,0.010919980200649451
breathe_mfcc_0,0.005773381260055563
breathe_mfcc_0,0.007689641498985728
breathe_mfcc_0,0.008143438962102456
breathe_mfcc_0,0.02032637016872395
breathe_mfcc_0,0.009779201304134334
breathe_mfcc_0,0.0071126074281963126
breathe_mfcc_0,0.006629551615635477
breathe_mfcc_0,0.0063774196119501915
breathe_mfcc_0,0.004359709123605673
breathe_mfcc_0,2.331468351712826e-18
breathe_mfcc_0,0.0033294739959572823
breathe_mfcc_0,0.016507836288301214
breathe_mfcc_0,0.0026097140464361045
breathe_mfcc_0,0.01148346547990178
breathe_mfcc_0,0.004937834679777443
breathe_mfcc_0,0.011261633497647205
breathe_mfcc_0,0.004485354345504177
breathe_mfcc_0,0.00237253149572167
breathe_mfcc_0,0.00782377745930438
breathe_mfcc_0,0.005208307055010081
breathe_mfcc_0,0.013414473545567972
breathe_mfcc_0,0.010858389950802714
breathe_mfcc_0,0.00301322428552804
breathe_mfcc_0,0.006103893099849135
breathe_mfcc_0,0.008177055905031528
breathe_mfcc_0,0.013177876616931506
breathe_mfcc_0,0.005328658623331638
breathe_mfcc_0,0.008668636577134212
breathe_mfcc_0,0.004917311513549127
breathe_mfcc_0,0.00860201873130801
breathe_mfcc_0,0.011575163463296463
breathe_mfcc_0,0.008735357315670095
breathe_mfcc_0,0.009471913099692284
breathe_mfcc_0,0.0022709658674211564
breathe_mfcc_0,0.01104430543135753
breathe_mfcc_0,0.00439551720053392
breathe_mfcc_0,0.004012250908263275
breathe_mfcc_0,0.002412736795677778
breathe_mfcc_0,0.009308816787239568
breathe_mfcc_0,0.011584191293159202
breathe_mfcc_0,0.007859254240056535
breathe_mfcc_0,0.004909151158356147
breathe_mfcc_0,0.006110805282007744
breathe_mfcc_0,4.4408920985006255e-18
breathe_mfcc_0,0.012357601199028906
breathe_mfcc_0,0.010814432750785476
breathe_mfcc_0,0.004516391350626766
breathe_mfcc_0,0.04843432648904658
breathe_mfcc_0,0.007928481630895158
breathe_mfcc_0,0.004513496148736496
breathe_mfcc_0,0.0021334644862592116
breathe_mfcc_0,0.015096868812916144
breathe_mfcc_0,0.004456711297086412
breathe_mfcc_0,0.008790496547737359
breathe_mfcc_0,0.005259309957357945
breathe_mfcc_0,0.008277120353622056
breathe_mfcc_0,0.006576787261411585
breathe_mfcc_0,0.005045223426202783
